"instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date"
198,"1/9/2011",1,0,1,12,0,"Sun","no","1_clear",0.18,0.1364,0.37,0.4478,4,79,83,2011-01-09 12:00:00
199,"1/9/2011",1,0,1,13,0,"Sun","no","1_clear",0.2,0.1667,0.34,0.4478,6,69,75,2011-01-09 13:00:00
200,"1/9/2011",1,0,1,14,0,"Sun","no","1_clear",0.22,0.1818,0.32,0.4627,8,64,72,2011-01-09 14:00:00
201,"1/9/2011",1,0,1,15,0,"Sun","no","1_clear",0.22,0.197,0.35,0.3582,5,77,82,2011-01-09 15:00:00
202,"1/9/2011",1,0,1,16,0,"Sun","no","1_clear",0.2,0.1667,0.34,0.4478,13,79,92,2011-01-09 16:00:00
203,"1/9/2011",1,0,1,17,0,"Sun","no","1_clear",0.18,0.1515,0.37,0.3881,3,59,62,2011-01-09 17:00:00
204,"1/9/2011",1,0,1,18,0,"Sun","no","1_clear",0.16,0.1364,0.4,0.3284,4,44,48,2011-01-09 18:00:00
205,"1/9/2011",1,0,1,19,0,"Sun","no","1_clear",0.16,0.1364,0.43,0.3284,1,40,41,2011-01-09 19:00:00
206,"1/9/2011",1,0,1,20,0,"Sun","no","1_clear",0.14,0.1212,0.46,0.2537,0,38,38,2011-01-09 20:00:00
207,"1/9/2011",1,0,1,21,0,"Sun","no","1_clear",0.14,0.1061,0.46,0.4179,1,19,20,2011-01-09 21:00:00
208,"1/9/2011",1,0,1,22,0,"Sun","no","1_clear",0.14,0.1212,0.46,0.2985,5,10,15,2011-01-09 22:00:00
209,"1/9/2011",1,0,1,23,0,"Sun","no","1_clear",0.12,0.1364,0.5,0.194,0,6,6,2011-01-09 23:00:00
210,"1/10/2011",1,0,1,0,0,"mon","yes","1_clear",0.12,0.1212,0.5,0.2836,2,3,5,2011-01-10 00:00:00
211,"1/10/2011",1,0,1,1,0,"mon","yes","1_clear",0.12,0.1212,0.5,0.2836,1,0,1,2011-01-10 01:00:00
212,"1/10/2011",1,0,1,2,0,"mon","yes","1_clear",0.12,0.1212,0.5,0.2239,0,3,3,2011-01-10 02:00:00
213,"1/10/2011",1,0,1,3,0,"mon","yes","1_clear",0.12,0.1212,0.5,0.2239,0,1,1,2011-01-10 03:00:00
214,"1/10/2011",1,0,1,4,0,"mon","yes","1_clear",0.1,0.1212,0.54,0.1343,1,2,3,2011-01-10 04:00:00
215,"1/10/2011",1,0,1,5,0,"mon","yes","1_clear",0.1,0.1061,0.54,0.2537,0,3,3,2011-01-10 05:00:00
216,"1/10/2011",1,0,1,6,0,"mon","yes","1_clear",0.12,0.1212,0.5,0.2836,0,31,31,2011-01-10 06:00:00
217,"1/10/2011",1,0,1,7,0,"mon","yes","1_clear",0.12,0.1212,0.5,0.2239,2,75,77,2011-01-10 07:00:00
218,"1/10/2011",1,0,1,8,0,"mon","yes","2_Mist+cloudy",0.12,0.1212,0.5,0.2836,4,184,188,2011-01-10 08:00:00
219,"1/10/2011",1,0,1,9,0,"mon","yes","2_Mist+cloudy",0.14,0.1212,0.5,0.2537,2,92,94,2011-01-10 09:00:00
220,"1/10/2011",1,0,1,10,0,"mon","yes","2_Mist+cloudy",0.14,0.1212,0.5,0.2985,0,31,31,2011-01-10 10:00:00
221,"1/10/2011",1,0,1,11,0,"mon","yes","2_Mist+cloudy",0.16,0.1364,0.47,0.2836,2,28,30,2011-01-10 11:00:00
222,"1/10/2011",1,0,1,12,0,"mon","yes","2_Mist+cloudy",0.2,0.1818,0.4,0.2836,5,47,52,2011-01-10 12:00:00
223,"1/10/2011",1,0,1,13,0,"mon","yes","2_Mist+cloudy",0.2,0.1818,0.4,0.2836,4,50,54,2011-01-10 13:00:00
224,"1/10/2011",1,0,1,14,0,"mon","yes","2_Mist+cloudy",0.2,0.197,0.4,0.2239,0,47,47,2011-01-10 14:00:00
225,"1/10/2011",1,0,1,15,0,"mon","yes","2_Mist+cloudy",0.2,0.197,0.4,0.2239,2,43,45,2011-01-10 15:00:00
226,"1/10/2011",1,0,1,16,0,"mon","yes","1_clear",0.2,0.2121,0.4,0.1343,4,70,74,2011-01-10 16:00:00
227,"1/10/2011",1,0,1,17,0,"mon","yes","1_clear",0.2,0.2273,0.4,0.1045,4,174,178,2011-01-10 17:00:00
228,"1/10/2011",1,0,1,18,0,"mon","yes","1_clear",0.2,0.197,0.4,0.2239,1,154,155,2011-01-10 18:00:00
229,"1/10/2011",1,0,1,19,0,"mon","yes","1_clear",0.16,0.1667,0.47,0.1642,3,92,95,2011-01-10 19:00:00
230,"1/10/2011",1,0,1,20,0,"mon","yes","1_clear",0.16,0.1667,0.5,0.1642,1,73,74,2011-01-10 20:00:00
231,"1/10/2011",1,0,1,21,0,"mon","yes","1_clear",0.14,0.1364,0.59,0.194,1,37,38,2011-01-10 21:00:00
232,"1/10/2011",1,0,1,22,0,"mon","yes","1_clear",0.14,0.1515,0.59,0.1642,2,22,24,2011-01-10 22:00:00
233,"1/10/2011",1,0,1,23,0,"mon","yes","1_clear",0.14,0.1515,0.59,0.1642,0,18,18,2011-01-10 23:00:00
234,"1/11/2011",1,0,1,0,0,"tue","yes","1_clear",0.14,0.1667,0.59,0.1045,2,10,12,2011-01-11 00:00:00
235,"1/11/2011",1,0,1,1,0,"tue","yes","1_clear",0.14,0.1515,0.59,0.1642,0,3,3,2011-01-11 01:00:00
236,"1/11/2011",1,0,1,2,0,"tue","yes","2_Mist+cloudy",0.16,0.1515,0.55,0.194,0,3,3,2011-01-11 02:00:00
237,"1/11/2011",1,0,1,5,0,"tue","yes","2_Mist+cloudy",0.16,0.1818,0.55,0.1343,0,6,6,2011-01-11 05:00:00
238,"1/11/2011",1,0,1,6,0,"tue","yes","2_Mist+cloudy",0.16,0.1818,0.55,0.1343,0,27,27,2011-01-11 06:00:00
239,"1/11/2011",1,0,1,7,0,"tue","yes","2_Mist+cloudy",0.16,0.2273,0.55,0,2,97,99,2011-01-11 07:00:00
240,"1/11/2011",1,0,1,8,0,"tue","yes","2_Mist+cloudy",0.18,0.2121,0.51,0.0896,3,214,217,2011-01-11 08:00:00
241,"1/11/2011",1,0,1,9,0,"tue","yes","2_Mist+cloudy",0.18,0.197,0.51,0.1642,3,127,130,2011-01-11 09:00:00
242,"1/11/2011",1,0,1,10,0,"tue","yes","2_Mist+cloudy",0.2,0.2121,0.51,0.1642,3,51,54,2011-01-11 10:00:00
243,"1/11/2011",1,0,1,11,0,"tue","yes","2_Mist+cloudy",0.2,0.2121,0.47,0.1343,4,31,35,2011-01-11 11:00:00
244,"1/11/2011",1,0,1,12,0,"tue","yes","2_Mist+cloudy",0.2,0.2273,0.51,0.1045,2,55,57,2011-01-11 12:00:00
245,"1/11/2011",1,0,1,13,0,"tue","yes","2_Mist+cloudy",0.2,0.2273,0.59,0.0896,6,46,52,2011-01-11 13:00:00
246,"1/11/2011",1,0,1,14,0,"tue","yes","2_Mist+cloudy",0.2,0.2273,0.59,0.0896,3,60,63,2011-01-11 14:00:00
247,"1/11/2011",1,0,1,15,0,"tue","yes","2_Mist+cloudy",0.16,0.197,0.8,0.0896,2,45,47,2011-01-11 15:00:00
248,"1/11/2011",1,0,1,16,0,"tue","yes","2_Mist+cloudy",0.16,0.1515,0.86,0.2239,4,72,76,2011-01-11 16:00:00
249,"1/11/2011",1,0,1,17,0,"tue","yes","2_Mist+cloudy",0.16,0.1515,0.86,0.2239,6,130,136,2011-01-11 17:00:00
250,"1/11/2011",1,0,1,18,0,"tue","yes","3_Light snow/rain",0.16,0.1818,0.93,0.1045,1,94,95,2011-01-11 18:00:00
251,"1/11/2011",1,0,1,19,0,"tue","yes","3_Light snow/rain",0.16,0.2273,0.93,0,0,51,51,2011-01-11 19:00:00
252,"1/11/2011",1,0,1,20,0,"tue","yes","3_Light snow/rain",0.16,0.1515,0.93,0.194,0,32,32,2011-01-11 20:00:00
253,"1/11/2011",1,0,1,21,0,"tue","yes","3_Light snow/rain",0.16,0.197,0.86,0.0896,0,20,20,2011-01-11 21:00:00
254,"1/11/2011",1,0,1,22,0,"tue","yes","3_Light snow/rain",0.16,0.1818,0.93,0.1045,1,28,29,2011-01-11 22:00:00
255,"1/11/2011",1,0,1,23,0,"tue","yes","3_Light snow/rain",0.16,0.197,0.93,0.0896,1,18,19,2011-01-11 23:00:00
256,"1/12/2011",1,0,1,0,0,"wed","yes","2_Mist+cloudy",0.16,0.197,0.86,0.0896,0,7,7,2011-01-12 00:00:00
257,"1/12/2011",1,0,1,1,0,"wed","yes","2_Mist+cloudy",0.16,0.1818,0.86,0.1045,0,6,6,2011-01-12 01:00:00
258,"1/12/2011",1,0,1,2,0,"wed","yes","1_clear",0.14,0.1515,0.86,0.1343,0,1,1,2011-01-12 02:00:00
259,"1/12/2011",1,0,1,5,0,"wed","yes","1_clear",0.14,0.1515,0.86,0.1642,0,5,5,2011-01-12 05:00:00
260,"1/12/2011",1,0,1,6,0,"wed","yes","1_clear",0.12,0.1515,0.93,0.1343,0,16,16,2011-01-12 06:00:00
261,"1/12/2011",1,0,1,7,0,"wed","yes","1_clear",0.14,0.1515,0.69,0.1343,0,54,54,2011-01-12 07:00:00
262,"1/12/2011",1,0,1,8,0,"wed","yes","1_clear",0.16,0.1667,0.59,0.1642,3,125,128,2011-01-12 08:00:00
263,"1/12/2011",1,0,1,9,0,"wed","yes","1_clear",0.16,0.1364,0.59,0.3284,3,78,81,2011-01-12 09:00:00
264,"1/12/2011",1,0,1,10,0,"wed","yes","1_clear",0.18,0.1818,0.55,0.2239,0,39,39,2011-01-12 10:00:00
265,"1/12/2011",1,0,1,11,0,"wed","yes","1_clear",0.2,0.1818,0.51,0.3881,3,32,35,2011-01-12 11:00:00
266,"1/12/2011",1,0,1,12,0,"wed","yes","1_clear",0.2,0.1515,0.47,0.5821,3,52,55,2011-01-12 12:00:00
267,"1/12/2011",1,0,1,13,0,"wed","yes","1_clear",0.22,0.197,0.44,0.3582,0,49,49,2011-01-12 13:00:00
268,"1/12/2011",1,0,1,14,0,"wed","yes","1_clear",0.2,0.1818,0.47,0.3284,0,44,44,2011-01-12 14:00:00
269,"1/12/2011",1,0,1,15,0,"wed","yes","1_clear",0.2,0.1667,0.47,0.4179,1,48,49,2011-01-12 15:00:00
270,"1/12/2011",1,0,1,16,0,"wed","yes","1_clear",0.22,0.197,0.44,0.3284,5,63,68,2011-01-12 16:00:00
271,"1/12/2011",1,0,1,17,0,"wed","yes","1_clear",0.2,0.1818,0.47,0.3582,0,139,139,2011-01-12 17:00:00
272,"1/12/2011",1,0,1,18,0,"wed","yes","1_clear",0.2,0.1515,0.47,0.5224,2,135,137,2011-01-12 18:00:00
273,"1/12/2011",1,0,1,19,0,"wed","yes","1_clear",0.18,0.1515,0.47,0.4179,1,82,83,2011-01-12 19:00:00
274,"1/12/2011",1,0,1,20,0,"wed","yes","1_clear",0.16,0.1364,0.5,0.3284,2,54,56,2011-01-12 20:00:00
275,"1/12/2011",1,0,1,21,0,"wed","yes","1_clear",0.16,0.1364,0.55,0.3284,0,57,57,2011-01-12 21:00:00
276,"1/12/2011",1,0,1,22,0,"wed","yes","1_clear",0.16,0.1212,0.55,0.4478,1,32,33,2011-01-12 22:00:00
277,"1/12/2011",1,0,1,23,0,"wed","yes","1_clear",0.14,0.1061,0.59,0.4179,1,19,20,2011-01-12 23:00:00
278,"1/13/2011",1,0,1,0,0,"thu","yes","1_clear",0.14,0.1212,0.59,0.2836,1,6,7,2011-01-13 00:00:00
279,"1/13/2011",1,0,1,1,0,"thu","yes","1_clear",0.14,0.1212,0.5,0.2836,0,2,2,2011-01-13 01:00:00
280,"1/13/2011",1,0,1,2,0,"thu","yes","1_clear",0.14,0.1212,0.5,0.3582,0,2,2,2011-01-13 02:00:00
281,"1/13/2011",1,0,1,3,0,"thu","yes","1_clear",0.14,0.1212,0.5,0.3284,0,3,3,2011-01-13 03:00:00
282,"1/13/2011",1,0,1,4,0,"thu","yes","1_clear",0.14,0.1212,0.5,0.2537,0,4,4,2011-01-13 04:00:00
283,"1/13/2011",1,0,1,5,0,"thu","yes","1_clear",0.14,0.1212,0.5,0.2985,0,3,3,2011-01-13 05:00:00
284,"1/13/2011",1,0,1,6,0,"thu","yes","1_clear",0.12,0.1515,0.54,0.1343,0,28,28,2011-01-13 06:00:00
285,"1/13/2011",1,0,1,7,0,"thu","yes","1_clear",0.12,0.1515,0.54,0.1343,0,72,72,2011-01-13 07:00:00
286,"1/13/2011",1,0,1,8,0,"thu","yes","1_clear",0.14,0.1364,0.5,0.194,5,197,202,2011-01-13 08:00:00
287,"1/13/2011",1,0,1,9,0,"thu","yes","1_clear",0.14,0.1212,0.5,0.3284,2,137,139,2011-01-13 09:00:00
288,"1/13/2011",1,0,1,10,0,"thu","yes","2_Mist+cloudy",0.16,0.1364,0.5,0.3582,2,36,38,2011-01-13 10:00:00
289,"1/13/2011",1,0,1,11,0,"thu","yes","2_Mist+cloudy",0.2,0.1667,0.44,0.4478,4,33,37,2011-01-13 11:00:00
290,"1/13/2011",1,0,1,12,0,"thu","yes","1_clear",0.2,0.1667,0.44,0.4179,3,49,52,2011-01-13 12:00:00
291,"1/13/2011",1,0,1,13,0,"thu","yes","1_clear",0.22,0.197,0.41,0.4478,2,81,83,2011-01-13 13:00:00
292,"1/13/2011",1,0,1,14,0,"thu","yes","1_clear",0.22,0.197,0.41,0.3881,3,39,42,2011-01-13 14:00:00
293,"1/13/2011",1,0,1,15,0,"thu","yes","1_clear",0.24,0.2121,0.38,0.2985,5,55,60,2011-01-13 15:00:00
294,"1/13/2011",1,0,1,16,0,"thu","yes","1_clear",0.24,0.2121,0.38,0.3582,2,76,78,2011-01-13 16:00:00
295,"1/13/2011",1,0,1,17,0,"thu","yes","1_clear",0.2,0.1818,0.4,0.2836,4,158,162,2011-01-13 17:00:00
296,"1/13/2011",1,0,1,18,0,"thu","yes","1_clear",0.2,0.1818,0.4,0.3284,3,141,144,2011-01-13 18:00:00
297,"1/13/2011",1,0,1,19,0,"thu","yes","1_clear",0.16,0.1515,0.47,0.2537,1,98,99,2011-01-13 19:00:00
298,"1/13/2011",1,0,1,20,0,"thu","yes","1_clear",0.16,0.1515,0.47,0.2239,0,64,64,2011-01-13 20:00:00
299,"1/13/2011",1,0,1,21,0,"thu","yes","1_clear",0.14,0.1212,0.46,0.2985,0,40,40,2011-01-13 21:00:00
300,"1/13/2011",1,0,1,22,0,"thu","yes","1_clear",0.14,0.1212,0.46,0.3284,0,30,30,2011-01-13 22:00:00
301,"1/13/2011",1,0,1,23,0,"thu","yes","1_clear",0.12,0.1364,0.5,0.194,1,14,15,2011-01-13 23:00:00
302,"1/14/2011",1,0,1,0,0,"fri","yes","1_clear",0.12,0.1364,0.5,0.194,0,14,14,2011-01-14 00:00:00
303,"1/14/2011",1,0,1,1,0,"fri","yes","1_clear",0.1,0.1212,0.54,0.1642,0,5,5,2011-01-14 01:00:00
304,"1/14/2011",1,0,1,2,0,"fri","yes","1_clear",0.1,0.1212,0.54,0.1343,0,1,1,2011-01-14 02:00:00
305,"1/14/2011",1,0,1,3,0,"fri","yes","1_clear",0.1,0.1364,0.54,0.1045,0,1,1,2011-01-14 03:00:00
306,"1/14/2011",1,0,1,5,0,"fri","yes","1_clear",0.1,0.1364,0.54,0.0896,0,8,8,2011-01-14 05:00:00
307,"1/14/2011",1,0,1,6,0,"fri","yes","1_clear",0.1,0.1818,0.54,0,0,17,17,2011-01-14 06:00:00
308,"1/14/2011",1,0,1,7,0,"fri","yes","1_clear",0.1,0.1212,0.74,0.1642,0,70,70,2011-01-14 07:00:00
309,"1/14/2011",1,0,1,8,0,"fri","yes","1_clear",0.12,0.1667,0.68,0,2,156,158,2011-01-14 08:00:00
310,"1/14/2011",1,0,1,9,0,"fri","yes","1_clear",0.14,0.1515,0.69,0.1343,0,117,117,2011-01-14 09:00:00
311,"1/14/2011",1,0,1,10,0,"fri","yes","1_clear",0.18,0.1818,0.55,0.194,4,40,44,2011-01-14 10:00:00
312,"1/14/2011",1,0,1,11,0,"fri","yes","1_clear",0.18,0.1667,0.51,0.2836,6,47,53,2011-01-14 11:00:00
313,"1/14/2011",1,0,1,12,0,"fri","yes","1_clear",0.2,0.197,0.44,0.2537,2,59,61,2011-01-14 12:00:00
314,"1/14/2011",1,0,1,13,0,"fri","yes","1_clear",0.22,0.197,0.37,0.3881,4,73,77,2011-01-14 13:00:00
315,"1/14/2011",1,0,1,14,0,"fri","yes","1_clear",0.22,0.2121,0.41,0.2836,5,59,64,2011-01-14 14:00:00
316,"1/14/2011",1,0,1,15,0,"fri","yes","1_clear",0.24,0.2424,0.38,0.1642,9,59,68,2011-01-14 15:00:00
317,"1/14/2011",1,0,1,16,0,"fri","yes","1_clear",0.22,0.2424,0.41,0.1045,3,87,90,2011-01-14 16:00:00
318,"1/14/2011",1,0,1,17,0,"fri","yes","1_clear",0.22,0.2273,0.41,0.1642,4,155,159,2011-01-14 17:00:00
319,"1/14/2011",1,0,1,18,0,"fri","yes","1_clear",0.2,0.2576,0.47,0,5,134,139,2011-01-14 18:00:00
320,"1/14/2011",1,0,1,19,0,"fri","yes","1_clear",0.16,0.197,0.59,0.0896,3,89,92,2011-01-14 19:00:00
321,"1/14/2011",1,0,1,20,0,"fri","yes","1_clear",0.18,0.2424,0.59,0,0,68,68,2011-01-14 20:00:00
322,"1/14/2011",1,0,1,21,0,"fri","yes","1_clear",0.16,0.2273,0.69,0,4,48,52,2011-01-14 21:00:00
323,"1/14/2011",1,0,1,22,0,"fri","yes","2_Mist+cloudy",0.16,0.2273,0.69,0,2,34,36,2011-01-14 22:00:00
324,"1/14/2011",1,0,1,23,0,"fri","yes","2_Mist+cloudy",0.18,0.2424,0.55,0,1,26,27,2011-01-14 23:00:00
325,"1/15/2011",1,0,1,0,0,"sat","no","1_clear",0.18,0.2424,0.55,0,3,25,28,2011-01-15 00:00:00
326,"1/15/2011",1,0,1,1,0,"sat","no","2_Mist+cloudy",0.16,0.197,0.59,0.0896,2,18,20,2011-01-15 01:00:00
327,"1/15/2011",1,0,1,2,0,"sat","no","2_Mist+cloudy",0.16,0.197,0.59,0.0896,0,12,12,2011-01-15 02:00:00
328,"1/15/2011",1,0,1,3,0,"sat","no","2_Mist+cloudy",0.16,0.2273,0.59,0,1,7,8,2011-01-15 03:00:00
329,"1/15/2011",1,0,1,4,0,"sat","no","2_Mist+cloudy",0.16,0.2273,0.59,0,0,5,5,2011-01-15 04:00:00
330,"1/15/2011",1,0,1,5,0,"sat","no","1_clear",0.16,0.2273,0.59,0,0,1,1,2011-01-15 05:00:00
331,"1/15/2011",1,0,1,6,0,"sat","no","1_clear",0.14,0.1667,0.63,0.1045,1,2,3,2011-01-15 06:00:00
332,"1/15/2011",1,0,1,7,0,"sat","no","1_clear",0.14,0.2121,0.63,0,1,9,10,2011-01-15 07:00:00
333,"1/15/2011",1,0,1,8,0,"sat","no","1_clear",0.14,0.1515,0.63,0.1343,1,22,23,2011-01-15 08:00:00
334,"1/15/2011",1,0,1,9,0,"sat","no","1_clear",0.16,0.1818,0.64,0.1343,2,31,33,2011-01-15 09:00:00
335,"1/15/2011",1,0,1,10,0,"sat","no","1_clear",0.18,0.197,0.59,0.1642,2,57,59,2011-01-15 10:00:00
336,"1/15/2011",1,0,1,11,0,"sat","no","1_clear",0.2,0.197,0.55,0.2239,18,54,72,2011-01-15 11:00:00
337,"1/15/2011",1,0,1,12,0,"sat","no","1_clear",0.24,0.2273,0.48,0.2239,15,74,89,2011-01-15 12:00:00
338,"1/15/2011",1,0,1,13,0,"sat","no","1_clear",0.28,0.2576,0.38,0.2985,21,80,101,2011-01-15 13:00:00
339,"1/15/2011",1,0,1,14,0,"sat","no","1_clear",0.3,0.2879,0.39,0.2836,26,92,118,2011-01-15 14:00:00
340,"1/15/2011",1,0,1,15,0,"sat","no","2_Mist+cloudy",0.32,0.3182,0.36,0.194,21,108,129,2011-01-15 15:00:00
341,"1/15/2011",1,0,1,16,0,"sat","no","2_Mist+cloudy",0.34,0.3333,0.34,0.194,33,95,128,2011-01-15 16:00:00
342,"1/15/2011",1,0,1,17,0,"sat","no","2_Mist+cloudy",0.32,0.303,0.36,0.2836,29,54,83,2011-01-15 17:00:00
343,"1/15/2011",1,0,1,18,0,"sat","no","2_Mist+cloudy",0.3,0.2879,0.45,0.2537,15,69,84,2011-01-15 18:00:00
344,"1/15/2011",1,0,1,19,0,"sat","no","2_Mist+cloudy",0.32,0.303,0.39,0.2537,14,60,74,2011-01-15 19:00:00
345,"1/15/2011",1,0,1,20,0,"sat","no","2_Mist+cloudy",0.32,0.303,0.39,0.2537,6,35,41,2011-01-15 20:00:00
346,"1/15/2011",1,0,1,21,0,"sat","no","2_Mist+cloudy",0.32,0.303,0.39,0.2239,6,51,57,2011-01-15 21:00:00
347,"1/15/2011",1,0,1,22,0,"sat","no","2_Mist+cloudy",0.3,0.3182,0.42,0.1045,0,26,26,2011-01-15 22:00:00
348,"1/15/2011",1,0,1,23,0,"sat","no","1_clear",0.3,0.2879,0.45,0.2836,5,39,44,2011-01-15 23:00:00
349,"1/16/2011",1,0,1,0,0,"Sun","no","1_clear",0.26,0.303,0.56,0,6,33,39,2011-01-16 00:00:00
350,"1/16/2011",1,0,1,1,0,"Sun","no","1_clear",0.26,0.2727,0.56,0.1343,4,19,23,2011-01-16 01:00:00
351,"1/16/2011",1,0,1,2,0,"Sun","no","1_clear",0.26,0.2879,0.56,0.0896,3,13,16,2011-01-16 02:00:00
352,"1/16/2011",1,0,1,3,0,"Sun","no","1_clear",0.22,0.2727,0.69,0,9,6,15,2011-01-16 03:00:00
353,"1/16/2011",1,0,1,4,0,"Sun","no","1_clear",0.26,0.2576,0.56,0.1642,0,1,1,2011-01-16 04:00:00
354,"1/16/2011",1,0,1,5,0,"Sun","no","2_Mist+cloudy",0.26,0.2576,0.56,0.1642,1,1,2,2011-01-16 05:00:00
355,"1/16/2011",1,0,1,6,0,"Sun","no","2_Mist+cloudy",0.26,0.2576,0.56,0.1642,0,1,1,2011-01-16 06:00:00
356,"1/16/2011",1,0,1,7,0,"Sun","no","2_Mist+cloudy",0.24,0.2121,0.56,0.2985,0,3,3,2011-01-16 07:00:00
357,"1/16/2011",1,0,1,8,0,"Sun","no","1_clear",0.22,0.2121,0.55,0.2836,0,18,18,2011-01-16 08:00:00
358,"1/16/2011",1,0,1,9,0,"Sun","no","1_clear",0.22,0.2121,0.51,0.2537,3,29,32,2011-01-16 09:00:00
359,"1/16/2011",1,0,1,10,0,"Sun","no","1_clear",0.22,0.2121,0.51,0.2836,8,71,79,2011-01-16 10:00:00
360,"1/16/2011",1,0,1,11,0,"Sun","no","1_clear",0.24,0.2273,0.44,0.2537,23,70,93,2011-01-16 11:00:00
361,"1/16/2011",1,0,1,12,0,"Sun","no","1_clear",0.24,0.2121,0.41,0.2836,29,75,104,2011-01-16 12:00:00
362,"1/16/2011",1,0,1,13,0,"Sun","no","1_clear",0.26,0.2273,0.35,0.2985,23,95,118,2011-01-16 13:00:00
363,"1/16/2011",1,0,1,14,0,"Sun","no","1_clear",0.28,0.2727,0.36,0.2537,22,69,91,2011-01-16 14:00:00
364,"1/16/2011",1,0,1,15,0,"Sun","no","1_clear",0.26,0.2424,0.38,0.2537,35,78,113,2011-01-16 15:00:00
365,"1/16/2011",1,0,1,16,0,"Sun","no","1_clear",0.24,0.2273,0.38,0.2239,22,77,99,2011-01-16 16:00:00
366,"1/16/2011",1,0,1,17,0,"Sun","no","1_clear",0.22,0.2121,0.37,0.2537,23,82,105,2011-01-16 17:00:00
367,"1/16/2011",1,0,1,18,0,"Sun","no","1_clear",0.2,0.2121,0.4,0.1642,11,56,67,2011-01-16 18:00:00
368,"1/16/2011",1,0,1,19,0,"Sun","no","1_clear",0.18,0.197,0.47,0.1343,14,47,61,2011-01-16 19:00:00
369,"1/16/2011",1,0,1,20,0,"Sun","no","1_clear",0.18,0.197,0.47,0.1642,7,50,57,2011-01-16 20:00:00
370,"1/16/2011",1,0,1,21,0,"Sun","no","1_clear",0.18,0.197,0.51,0.1642,6,22,28,2011-01-16 21:00:00
371,"1/16/2011",1,0,1,22,0,"Sun","no","2_Mist+cloudy",0.2,0.2121,0.49,0.1343,2,19,21,2011-01-16 22:00:00
372,"1/16/2011",1,0,1,23,0,"Sun","no","2_Mist+cloudy",0.2,0.2273,0.4,0.1045,0,18,18,2011-01-16 23:00:00
373,"1/17/2011",1,0,1,0,1,"mon","no","2_Mist+cloudy",0.2,0.197,0.47,0.2239,1,16,17,2011-01-17 00:00:00
374,"1/17/2011",1,0,1,1,1,"mon","no","2_Mist+cloudy",0.2,0.197,0.44,0.194,1,15,16,2011-01-17 01:00:00
375,"1/17/2011",1,0,1,2,1,"mon","no","2_Mist+cloudy",0.18,0.1667,0.43,0.2537,0,8,8,2011-01-17 02:00:00
376,"1/17/2011",1,0,1,3,1,"mon","no","2_Mist+cloudy",0.18,0.1818,0.43,0.194,0,2,2,2011-01-17 03:00:00
377,"1/17/2011",1,0,1,4,1,"mon","no","2_Mist+cloudy",0.18,0.197,0.43,0.1343,1,2,3,2011-01-17 04:00:00
378,"1/17/2011",1,0,1,5,1,"mon","no","2_Mist+cloudy",0.18,0.197,0.43,0.1642,0,1,1,2011-01-17 05:00:00
379,"1/17/2011",1,0,1,6,1,"mon","no","2_Mist+cloudy",0.18,0.1818,0.43,0.194,0,5,5,2011-01-17 06:00:00
380,"1/17/2011",1,0,1,7,1,"mon","no","2_Mist+cloudy",0.16,0.1818,0.5,0.1343,4,9,13,2011-01-17 07:00:00
381,"1/17/2011",1,0,1,8,1,"mon","no","2_Mist+cloudy",0.16,0.1515,0.47,0.2239,3,30,33,2011-01-17 08:00:00
382,"1/17/2011",1,0,1,9,1,"mon","no","2_Mist+cloudy",0.16,0.1515,0.47,0.2239,8,39,47,2011-01-17 09:00:00
383,"1/17/2011",1,0,1,10,1,"mon","no","2_Mist+cloudy",0.16,0.1515,0.5,0.2537,7,50,57,2011-01-17 10:00:00
384,"1/17/2011",1,0,1,11,1,"mon","no","2_Mist+cloudy",0.16,0.1515,0.55,0.194,9,55,64,2011-01-17 11:00:00
385,"1/17/2011",1,0,1,12,1,"mon","no","2_Mist+cloudy",0.18,0.197,0.47,0.1343,10,70,80,2011-01-17 12:00:00
386,"1/17/2011",1,0,1,13,1,"mon","no","2_Mist+cloudy",0.18,0.197,0.47,0.1343,13,80,93,2011-01-17 13:00:00
387,"1/17/2011",1,0,1,14,1,"mon","no","2_Mist+cloudy",0.18,0.2121,0.43,0.1045,12,74,86,2011-01-17 14:00:00
388,"1/17/2011",1,0,1,15,1,"mon","no","2_Mist+cloudy",0.2,0.2121,0.47,0.1642,21,72,93,2011-01-17 15:00:00
389,"1/17/2011",1,0,1,16,1,"mon","no","2_Mist+cloudy",0.2,0.2121,0.47,0.1642,6,76,82,2011-01-17 16:00:00
390,"1/17/2011",1,0,1,17,1,"mon","no","1_clear",0.2,0.197,0.51,0.194,4,67,71,2011-01-17 17:00:00
391,"1/17/2011",1,0,1,18,1,"mon","no","2_Mist+cloudy",0.18,0.1667,0.55,0.2537,7,85,92,2011-01-17 18:00:00
392,"1/17/2011",1,0,1,19,1,"mon","no","3_Light snow/rain",0.18,0.1818,0.59,0.194,2,58,60,2011-01-17 19:00:00
393,"1/17/2011",1,0,1,20,1,"mon","no","3_Light snow/rain",0.16,0.1515,0.8,0.194,4,29,33,2011-01-17 20:00:00
394,"1/17/2011",1,0,1,21,1,"mon","no","3_Light snow/rain",0.16,0.1515,0.8,0.194,3,24,27,2011-01-17 21:00:00
